ProcessId,EvidenceName,StepName,SharedTopicsCount,SharedKeywordsCount,TotalSharedEntities
771392,"""Για την έκδοση άδειας λειτουργίας: Άδεια δόμησης.""","""Για το στάδιο λειτουργίας / τροποποίησης άδειας λειτουργίας: Παραλαβή αίτησης""",1,0,1
929009,"""Άδεια Επαγγελματικής Αλιείας Σκάφους.""","""Έκδοση Απόφαση έγκρισης ανακαταμέτρησης επαγγελματικού αλιευτικού σκάφους""",1,0,1
959603,"""Αποδεικτικό καταβολής ισχύοντος τέλους αδείας οχήματος του άρθρου 26 ν.2873/2000.""","""Χορήγηση άδειας κυκλοφορίας φορτηγού αυτοκινήτου""",1,0,1
851147,"""Άδεια εμπορίας αφορολόγητων ναυτιλιακών καυσίμων κατηγορίας Β1, σε ισχύ.""","""Ανάκληση άδειας εμπορίας αφορολόγητων ναυτιλιακών καυσίμων κατηγορίας Β1""",1,0,1
600111,"""Αντίγραφο ισχύοντος Πιστοποιητικού Οχήματος Μεταφοράς Επικίνδυνων Εμπορευμάτων ADR φορέα άλλης χώρας.""","""Έκδοση Πιστοποιητικού Οχήματος Μεταφοράς Επικίνδυνων Εμπορευμάτων ADR""",1,0,1
228344,"""Αίτηση υποψηφίου.""","""Κατάρτιση - δημοσίευση προσωρινών πινάκων επιλεγέντων, επιλαχόντων και απορριφθέντων υποψηφίων""",1,0,1
185170,"""Αρχείο WORD""","""Δημιουργία ψηφιακού ακριβούς αντιγράφου Δελτίου Κοινοποίησης""",1,0,1
612877,"""Ατομικός φάκελος του προς συνταξιοδότηση ναυτικού, από το φυσικό αρχείο της Διεύθυνσης Ναυτικής Εργασίας.""","""Έκδοση Βεβαίωσης θαλάσσιας υπηρεσίας και διαβίβαση αυτής""",1,0,1
612877,"""Ναυτικό φυλλάδιο εν ενεργεία ναυτικού.""","""Παραλαβή αιτήματος για Βεβαίωση θαλάσσιας υπηρεσίας για εν ενεργεία ναυτικό""",1,0,1
639908,"""Διαβιβαστικό των αποτελεσμάτων της περιβαλλοντικής επιθεώρησης που κατέδειξε πρόκληση περιβαλλοντικής ζημιάς ή απειλή τέτοιας.""","""Έκδοση πρακτικών της συνεδρίασης της Επιτροπής Αντιμετώπισης Περιβαλλοντικών Ζημιών.""",1,0,1
831418,"""Ναυτικό φυλλάδιο ενδιαφερομένου ναυτικού.""","""Απόφαση αναγνώρισης θαλάσσιας υπηρεσίας με διαβατήριο προ απογραφής""",1,0,1
978794,"""Δήλωση απόσυρσης της επιστολής πρόσβασης που έχει χορηγηθεί στον κάτοχο της άδειας για τα στοιχεία του φακέλου της δραστικής ουσίας ή/και του φακέλου του φυτοπροστατευτικού προϊόντος, ή της επιστολής προμήθειας δραστικής ουσίας ή φυτοπροστατευτικού προϊόντος.""","""Έκδοση Υπουργικής Απόφασης ανάκλησης της άδειας διάθεσης στην αγορά του φυτοπροστατευτικού προϊόντος""",1,0,1
129794,"""Υπεύθυνη δήλωση του ενδιαφερόμενου ναυτικού ή του νομίμου εκπροσώπου της εταιρείας, στην οποία αναγράφονται τα στοιχεία  που τεκμαίρουν την αιτούμενη διόρθωση.""","""Παραλαβή πορίσματος από Αρμόδια Λιμενική Αρχή για τεκμηρίωση διόρθωσης ναυτολογίων και ναυτικών φυλλαδίων και επικαιροποίηση Βάσης Πλοίων-Ναυτικών""",1,0,1
461249,"""Συνολικός κατάλογος έργων που θα εκτεθούν στην περιοδική έκθεση με συνημμένες φωτογραφίες""","""Αποστολή αιτήματος στις αρμόδιες Εφορείες και Μουσεία του ΥΠΠΟΑ""",1,0,1
795645,"""Παραίτηση από αίτηση που έχει εκδοθεί από την Υπηρεσία Ασύλου ή από Επιτροπή Προσφυγών""","""Ενημέρωση του αιτούντα περί μη χορήγησης δελτίου αιτούντος διεθνή προστασία""",1,0,1
996489,"""Λοιπά δικαιολογητικά που σχετίζονται με την ασφάλιση.""","""Έλεγχος καταβολής ασφαλιστικών εισφορών""",1,0,1
129794,"""Βεβαίωση του πλοιάρχου του πλοίου ή εκπροσώπου του πλοιοκτήτη στην Ελλάδα (κατατίθεται στην περίπτωση που δεν υφίσταται ημερολόγιο πλοίου),  με την οποία βεβαιώνονται τα στοιχεία του ναυτικού, του πλοίου και της απασχόλησής του επί αυτού(όπως πραγματική ειδικότητα, χρόνος και τόπος ναυτολόγησης/απόλυσης, αιτιολογικό απόλυσης) .""","""Διόρθωση ναυτολογίων και ναυτικών φυλλαδίων και επικαιροποίηση Βάσης Πλοίων-Ναυτικών""",1,0,1
681408,"""Χορήγηση  άδειας κύησης και λοχείας που έχει εκδοθεί από τη Δ.Π.Ε./Δ.Δ.Ε. όπου ανήκει ο/η ενδιαφερόμενος/η εκπαιδευτικός""","""Έλεγχος της πληρότητας του φακέλου και της συνδρομής των προϋποθέσεων χορήγησης της άδειας και μετατροπή της άδειας μειωμένου ωραρίου σε εννεάμηνη άδεια ανατροφής""",1,0,1
613161,"""Δημοσιευμένος Εκτελεστικός Κανονισμός της Επιτροπής σχετικός με δραστική ουσία που περιέχεται σε αδειοδοτημένο φυτοπροστατευτικό προϊόν""","""Πρωτοκόλληση / ανάθεση σε υπάλληλο τησ αρμόδιας Διεύθυνσης του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων""",1,0,1
652718,"""Φωτογραφίες των παραδοθέντων κινητών αρχαίων μνημείων σε έντυπη και ηλεκτρονική μορφή""","""Διαβίβαση του φακέλου στην Διεύθυνση Αρχαιολογικών Μουσείων, Εκθέσεων και Εκπαιδευτικών Προγραμμάτων""",1,0,1
163719,"""Αντίγραφο της απόφασης του Εποπτικού Συμβουλίου της Ένωσης Περιφερειών Ελλάδας, περί έγκρισης της Έκθεσης Απολογισμού.""","""Γνωστοποίηση της Υπουργικής Απόφασης στην  Ένωση Περιφερειών Ελλάδας (ΕΝ.Π.Ε)""",1,0,1
743179,"""Υπεύθυνη δήλωση του ν. 1599/1986 του υπεύθυνου, στο όνομα του οποίου θα εκδοθεί η άδεια που θα δηλώνει ρητώς τη συμμόρφωσή του με τις νόμιμες προϋποθέσεις σχετικά με το οικόπεδο.""","""Σύνταξη εισήγησης για τη χορήγηση άδειας""",1,0,1
198615,"""Βεβαιώσεις Προϋπηρεσίας από την επιχείρηση που απασχολείται ο ενδιαφερόμενος με συνυπογραφή και από τον εποπτεύοντα (κάτοχο άδειας ή βεβαίωσης αναγγελίας), στην οποία πρέπει να αναγράφονται τα στοιχεία του εργοδότη και του εποπτεύοντος αδειούχου ή του κατόχου της βεβαίωσης αναγγελίας και συγκεκριμένα ο αριθμός άδειας και η εκδούσα αρχή, τα στοιχεία του ενδιαφερομένου προσώπου, η διάρκεια της απασχόλησης, ο ακριβής χρόνος απασχόλησης σε ημερομίσθια, η ειδικότητα και η βαθμίδα στην οποία έχει ασκηθεί ο ενδιαφερόμενος.""","""1ο μέρος: Σύνταξη σχεδίου Βεβαίωσης Υποβολής δικαιολογητικών""",1,0,1
769533,"""Πιστοποιητικό περί μη ύπαρξης α) βαρών και β) διεκδικήσεων τρίτων επί του ακινήτου.""","""Αίτηση - Δήλωση πρόθεσης δωρεάς ακινήτου προς το Δήμο""",1,0,1
652718,"""Πρωτότυπη Δήλωση του ιδιώτη, με την οποία δηλώνει:
- τον ακριβή τόπο
- τον τρόπο εύρεσης των κινητών αρχαίων
- ότι δεν έχει αντίρρηση να του χορηγηθεί αμοιβή.
Υπενθυμίζεται ότι στην περίπτωση που η παράδοση γίνεται από περισσότερα
πρόσωπα, η αμοιβή επιμερίζεται μεταξύ τους και συνεπώς θα πρέπει να υποβληθούν οι αντίστοιχες δηλώσεις.""","""Προετοιμασία φακέλου με θέμα τη σύσταση ή μη της επιτροπής, προς εισαγωγή στο Κεντρικό Αρχαιολογικό Συμβούλιο""",1,0,1
652718,"""Φωτογραφίες των παραδοθέντων κινητών αρχαίων μνημείων σε έντυπη και ηλεκτρονική μορφή""","""Έκδοση γνωμοδότησης Κεντρικού Αρχαιολογικού Συμβουλίου""",1,0,1
487839,"""Επικυρωμένο αντίγραφο Πρακτικών των Γενικών Συνελεύσεων (ΓΣ) των υφιστάμενων αθλητικών σωματείων""","""Σύνταξη σχεδίου απόφασης ειδικής αθλητικής αναγνώρισης του νέου σωματείου""",1,0,1
613161,"""Απόφαση άδειας διάθεσης στην αγορά φυτοπροστατευτικού προϊόντος από συγκεκριμένη εταιρία, κάτοχο της εν λόγω άδειας.""","""Δημοσίευση Εκτελεστικού Κανονισμού για δραστική ουσία φυτοπροστατευτικών προιόντων με την οποία κινούνται ενέργεις από την αρμόδια Υπηρεσία.""",1,0,1
360787,"""Βεβαίωση εμπειρίας του υποψηφίου.""","""Ο υποψήφιος εξετάζεται προφορικά από την Επιτροπή Εξέτασης""",1,0,1
652718,"""Έκθεση αυτοψίας της αρμόδιας Υπηρεσίας στο χώρο όπου βρέθηκαν τα αρχαία κινητά μνημεία, καθώς επίσης και αναλυτική εισήγηση της Υπηρεσίας, στην οποία διευκρινίζονται η ακριβής τοποθεσία εύρεσης των κινητών αρχαίων, οι συνθήκες εύρεσής τους, στοιχεία για το εάν τα αρχαία είναι ήδη γνωστά στην Υπηρεσία ή βρέθηκαν σε οριοθετημένο ή υπό οριοθέτηση αρχαιολογικό χώρο, καθώς και εάν ο ιδιώτης έχει παραδώσει και άλλη φορά στο παρελθόν κινητά αρχαία.""","""Αποστολή του φακέλου της υπόθεσης στη γραμματεία του Κεντρικού Αρχαιολογικού Συμβουλίου.""",1,0,1
671862,"""Πιστοποιητικό Καταμέτρησης ή Ανακαταμέτρησης Αλιευτικού Σκάφους.""","""Παραλαβή της αίτησης απο την αρμόδια Υπηρεσία Αλιείας της Περιφερειακής Ενότητας""",1,0,1
648584,"""Έγγραφο της αντίστοιχης Παγκόσμιας Ομοσπονδίας, αναγνωρισμένης από τη Διεθνή Ολυμπιακή Επιτροπή, το οποίο να βεβαιώνει ότι το άθλημα ή ο κλάδος άθλησης που καλλιεργεί η Ομοσπονδία, υπάγεται διεθνώς στην ίδια και ότι η Ομοσπονδία είναι μέλος της.""","""Σύνταξη σχεδίων αποφάσεων ειδικής αθλητικής αναγνώρισης Σωματείων""",1,0,1
652718,"""Πρωτότυπο Πρωτόκολλο Παράδοσης – Παραλαβής των κινητών αρχαίων μνημείων""","""Αποστολή του φακέλου της υπόθεσης στη γραμματεία του Κεντρικού Αρχαιολογικού Συμβουλίου.""",1,0,1
373136,"""Αδεια κυκλοφορίας φορτηγού αυτοκινήτου""","""Χορήγηση βεβαίωσης ακινησίας φορτηγού αυτοκινήτου""",1,0,1
460214,"""Πιστοποιητικό Ταξινόμησης Οχημάτων""","""Έλεγχος για τη μεταφορική επιχείρηση στο Εθνικό Μητρώο Μεταφορικών Επιχειρήσεων(ΕΜΜΕ)""",1,0,1
574547,"""Άδεια κυκλοφορίας.""","""Βεβαίωση της υπηρεσίας για την κατάθεση άδειας κυκλοφορίας, κρατικών πινακίδων""",1,0,1
997316,"""Βεβαίωση από την αρμόδια ΔΟΥ περί μη οφειλής τελών κυκλοφορίας για τα έτη που το όχημα βρίσκεται στην κατοχή του αιτούντα.""","""Έκδοση απόφαση οριστικής διαγραφής του οχήματος""",1,0,1
559088,"""8 Συμβάσεις θεωρημένες στην εφορία ή κάρτες πρόσληψης Οργανισμού Απασχόλησης Εργατικού Δυναμικού (ΔΥΠΑ (πρώην ΟΑΕΔ))  και καταστάσεις προσωπικού, για όσα στελέχη δεν είναι μέλη της επιχείρησης (για Ομόρρυθμη Εταιρεία ή Ετερόρρυθμη Εταιρεία), μέλη Διοικητικού Συμβουλίου (Ανώνυμης Εταιρείας ή Ιδιωτικής Κεφαλαιουχικής Εταιρείας) ή για τον Κύριο της ατομικής επιχείρησης.""","""Εισήγηση προς την επιτροπή Μητρώου Εργοληπτικών Επιχειρήσεων Δημοσίων Έργων (ΜΗ.Ε.ΕΠ.)""",1,0,1
231214,"""Εισήγηση αρμόδιας Εφορείας Αρχαιοτήτων με φωτογραφική και σχεδιαστική τεκμηρίωση""","""Παραλαβή και επεξεργασία αιτήματος από την Διεύθυνση Βυζαντινών και Μεταβυζαντινών Αρχαιοτήτων""",1,0,1
247898,"""Σχέδιο εσωτερικού κανονισμού λειτουργίας του μουσείου.""","""Έκδοση γνωμοδότησης Συμβουλίου Μουσείων""",1,0,1
247898,"""Ανάλυση των αρχών παρουσίασης των εκθεμάτων, ώστε η προς οργάνωση μόνιμη έκθεση του μουσείου να ανταποκρίνεται στους σκοπούς του.""","""Προετοιμασία φακέλου υπόθεσης για την εισαγωγή του ζητήματος της έγκρισης ή μη ίδρυσης κρατικού αρχαιολογικού μουσείου στο Συμβούλιο Μουσείων.""",1,0,1
460214,"""Φωτοαντίγραφο άδειας άσκησης επαγγέλματος οδικού μεταφορέα εμπορευμάτων του Κανονισμού (ΕΚ) 1071/2009""","""Έλεγχος για τη μεταφορική επιχείρηση στο Εθνικό Μητρώο Μεταφορικών Επιχειρήσεων(ΕΜΜΕ)""",1,0,1
247898,"""Περιγραφή του περιεχομένου των συλλογών του μουσείου και του τρόπου καταγραφής και τεκμηρίωσής τους.""","""Προετοιμασία φακέλου υπόθεσης για την εισαγωγή του ζητήματος της έγκρισης ή μη ίδρυσης κρατικού αρχαιολογικού μουσείου στο Συμβούλιο Μουσείων.""",1,0,1
276438,"""Πιστοποιητικό εγγραφής στο Μητρώο Αγροτών και Αγροτικών Εκμεταλεύσεων (ΜΑΑΕ) (ΥΠΟΧΡΕΩΤΙΚΟ)""","""Έκδοση Βεβαίωσης Τήρησης Απαιτήσεων Λειτουργίας Πολυλειτοπυργικού Αγροκτήματος""",1,0,1
276438,"""Αποδεικτικές πιστοποιήσεις στην περίπτωση χρήσης αγροπεριβαλλοντικών μεθόδων παραγωγής (ΚΑΤΑ ΠΕΡΙΠΤΩΣΗ).""","""Έκδοση Βεβαίωσης Τήρησης Απαιτήσεων Λειτουργίας Πολυλειτουργικού Αγροκτήματος""",1,0,1
460214,"""Δικαιολογητικά για εξακρίβωση ταυτότητας οχήματος και τυχόν απαιτούμενο εξοπλισμό.""","""Καταχώρηση της άδειας κυκλοφορίας φορτηγού δημοσίας χρήσης στο Μητρώο Αδειών Κυκλοφορίας Οχημάτων""",1,0,1
652718,"""Πρωτότυπη Δήλωση του ιδιώτη, με την οποία δηλώνει:
- τον ακριβή τόπο
- τον τρόπο εύρεσης των κινητών αρχαίων
- ότι δεν έχει αντίρρηση να του χορηγηθεί αμοιβή.
Υπενθυμίζεται ότι στην περίπτωση που η παράδοση γίνεται από περισσότερα
πρόσωπα, η αμοιβή επιμερίζεται μεταξύ τους και συνεπώς θα πρέπει να υποβληθούν οι αντίστοιχες δηλώσεις.""","""Πρωτοκόλληση και ανάθεση του φακέλου της υπόθεσης σε αρμόδιο υπάλληλο της Αρχαιολογικής Υπηρεσίας (Εφορεία Αρχαιοτήτων και Μουσείο)""",1,0,1
915143,"""Βεβαίωση σπουδών για όσα τέκνα φοιτούν σε ανώτερες ή ανώτατες δημόσιες σχολές του εσωτερικού ή ισότιμες του εξωτερικού.""","""Αποστολή της απόφασης αποσπάσεων μονίμων εκπαιδευτικών δευτεροβάθμιας εκπαίδευσης σε ΚΕΔΑΣΥ""",1,0,1
431516,"""Επικυρωμένο αντίγραφο του ισχύοντος Καταστατικού της αθλητικής ένωσης.""","""Σύνταξη και υπογραφή σχεδίου βεβαίωσης ειδικής αθλητικής αναγνώρισης""",1,0,1
613161,"""Απόφαση άδειας διάθεσης στην αγορά φυτοπροστατευτικού προϊόντος από συγκεκριμένη εταιρία, κάτοχο της εν λόγω άδειας.""","""Κατάθεση αίτησης για ανανέωση της άδειας διάθεσης φυτοπροστατευτικού προϊόντος στην αγορά για το οποίο δεν έχουν παύσει να πληρούνται οι απαιτήσεις του άρθρου 29 του Κανονισμού (ΕΚ) 1107/2009.""",1,0,1
109361,"""Προηγούμενη άδεια κυκλοφορίας του φορτηγού αυτοκινήτου.""","""Χορήγηση πινακίδων κυκλοφορίας""",1,0,1
296996,"""Μηχανογραφικό πίνακα θαλάσσιας υπηρεσίας.""","""Καταγραφή κενών οργανικών θέσεων του ναυτικού προσωπικού των Πλοηγικών Σταθμών από την αρμόδια υπηρεσία (Διεύθυνση Διοικητικών Υπηρεσιών) του ΥΝΑΝΠ.""",1,0,1
477342,"""Τιμολόγια αγοράς επαναπληρούμενων φιαλών υγραερίου""","""Χορήγηση Άδειας Εμπορίας Κατηγορίας Γ""",1,0,1
368979,"""Δελτίο περιγραφής αρχείου.""","""Ένταξη δελτίων φορέα και των αρχείων στο αυτοματοποιημένο σύστημα για τη τήρηση του Εθνικού Ευρετήριου Αρχείων""",1,0,1
836698,"""Φωτοαντίγραφο της άδειας άσκησης επαγγέλματος του οδικού μεταφορέα εμπορευμάτων""","""Ανακοίνωση του Υπουργείου Υποδομών και Μεταφορών για την ετήσια κατανομή των αδειών ΕΔΥΜ στις μεταφορικές επιχειρήσεις""",1,0,1
531918,"""Πιστοποιητικό μαθημάτων δεύτερου (2ου) κύκλου σποδών (μεταπτυχιακό). Απαιτείται μόνο σε περίπτωση ακαδημαϊκής ισοδυναμίας προς πενταετή (5ετή) τίτλο με συνυποβολή.""","""Έλεγχος προϋποθέσεων για έκδοση βεβαίωσης τίτλου ως πτυχίου πρώτου (1ου) κύκλου σπουδών""",1,0,1
811055,"""Βεβαίωσης από φορέα διαχείρισης ότι δεν απαγορεύεται η χρήση του χώρου για λειτουργία παιδότοπου (ΜΟΝΟ σε περίπτωση λειτουργίας παιδότοπου εντός τουριστικού λιμένα)""","""Έκδοση Απόφασης Άδειας λειτουργίας παιδότοπου εντός τουριστικού καταλύματος""",1,0,1
592187,"""Άδεια έναρξης εργασιών μετατροπής""","""Εκκίνηση διαδικασίας""",1,0,1
850802,"""Για την έγκριση ίδρυσης: Τεχνική μελέτη περί της κτιριακής συγκρότησης της υπό ίδρυση μονάδας""","""Για έγκριση ίδρυσης: Παραλαβή αίτησης""",1,0,1
109361,"""Αδεια κυκλοφορίας που είχε εκδοθεί για το όχημα σε άλλο Κράτος Μέλος Ευρωπαϊκής Ενωσης ή Ενιαίου Οικονομικού Χώρου.""","""Καταχώρηση στο Μητρώο Αδειών Κυκλοφορίας Οχημάτων""",1,0,1
734455,"""Aτομικό δελτίο ταυτότητας το οποίο απαιτείται για την παραλαβή του πιστοποιητικού""","""Παραλαβή πιστοποιητικού""",1,0,1
630041,"""Για την έγκριση λειτουργίας: Εφόσον πρόκειται για νομικό πρόσωπο απαιτείται το καταστατικό της εταιρείας και τυχόν τροποποιήσεις αυτού, με τα αντίστοιχα ΦΕΚ δημοσίευσής τους ή πιστοποιητικά καταχώρισης στα βιβλία εταιρειών του Πρωτοδικείου της έδρας της εταιρείας""","""Για έγκριση λειτουργίας: Χορήγηση έγκρισης λειτουργίας""",1,0,1
341929,"""Υπεύθυνη δήλωση του αιτούντος όπου αναφέρει ότι : 
(α) δεν έχει αναγνωριστεί ως συλλέκτης μνημείων, δεν ασκεί επάγγελμα που σχετίζεται ή σχετιζόταν με την προστασία μνημείων, 
(β) δεν έχει καταδικασθεί αμετάκλητα για κακούργημα ή παράβαση της νομοθεσίας για την πολιτιστική κληρονομιά ή για πλαστογραφία, δωροδοκία, κλοπή, υπεξαίρεση, αποδοχή προϊόντων εγκλήματος.""","""Διαβίβαση υπόθεσης στην Γραμματεία του Κεντρικού Αρχαιολογικού Συμβουλίου για εισαγωγή του σε ημερήσια διάταξη""",1,0,1
360159,"""Υπεύθυνη Δήλωση στην οποία θα δηλώνεται ο χώρος που θα λάβει χώρα η δημοπρασία και ότι ο χώρος αυτός τηρεί όλους τους κανόνες καλής συντήρησης και ασφάλειας, στην περίπτωση που η δημοπρασία δεν γίνεται εντός του καταστήματος του αρχαιοπώλη.""","""Καταγραφή των μνημείων και σύνταξη σχετικής έκθεσης""",1,0,1
107962,"""Δικαιολογητικά για εξακρίβωση ταυτότητας οχήματος και τυχόν απαιτούμενο εξοπλισμό""","""Χορήγηση άδειας κυκλοφορίας και πινακίδων κυκλοφορίας""",1,0,1
461176,"""Βεβαίωση αρμόδιας Διεύθυνσης του Κλάδου Ελέγχου Πλοίων (ΚΕΠ) ή του παρακολουθούντα το πλοίο Νηογνώμονα.""","""Παραλαβή της Αναγγελίας του πλοιοκτήτη (ιδιοκτήτη) από τη Λιμενική Αρχή""",1,0,1
408233,"""Βιογραφικό σημείωμα του υποψηφίου για τη θέση του Προέδρου.""","""Έκδοση απόφασης του Προέδρου της Βουλής""",1,0,1
461176,"""Φωτοαντίγραφο του Εγγράφου Eθνικότητας ή του Πιστοποιητικού Κυριότητας του πλοίου.""","""Παραλαβή της Αναγγελίας του πλοιοκτήτη (ιδιοκτήτη) από τη Λιμενική Αρχή""",1,0,1
575363,"""Υποβάλλεται βεβαίωση από το ναυτικό πρακτορείο, από την οποία προκύπτει το όνομα του πολεμικού πλοίου, η σημαία του, το πρόγραμμα κατάπλου και απόπλου και ο λιμένας πλοήγησης.""","""Απαλλαγή του πλοίου από την καταβολή με έκδοση σχετικού απαλλακτικού τιμολογίου από τον οικείο Πλοηγικό Σταθμό.""",1,0,1
799324,"""Έγγραφο Εθνικότητας του πλοίου αναψυχής ανεξαρτήτως σημαίας.""","""Έγκριση οικονομικών στοιχείων εγγραφής πλοίου""",1,0,1
824310,"""Μελέτη σκοπιμότητας επένδυσης.""","""Έκδοση απόφασης τροποποίησης ένταξης στο μέτρο των επενδύσεων.""",1,0,1
325031,"""Πιστοποιητικό γέννησης αλλοδαπών αρχών ή ευκρινές αντίγραφο της ελληνικής ληξιαρχικής πράξης γέννησης (σε περίπτωση γέννησης στην Ελλάδα)""","""Ανακοίνωση κτήσης της ελληνικής ιθαγένειας""",1,0,1
107962,"""Πιστοποιητικό Ταξινόμησης Οχημάτων.""","""Χορήγηση άδειας κυκλοφορίας και πινακίδων κυκλοφορίας""",1,0,1
652445,"""Αίτηση για πρόσληψη εμπειροτέχνη μουσικού""","""Πρόσληψη εμπειροτεχνών μουσικών για τις μουσικές ειδικεύσεις""",1,0,1
519711,"""Φωτοαντίγραφα των σελίδων του ημερολογίου γέφυρας του πλοίου, από το οποίο προκύπτουν οι ανεπικύρωτες μεταβολές.""","""Επικύρωση των μεταβολών του ναυτολογίου πλοίου""",1,0,1
254184,"""Το σύνολο των δικαιολογητικών που προβλέπονται στην σχετική Πρόσκληση, για την χορήγηση νέων αδειών αλιείας σε επαγγελματικά σκάφη""","""Αποστολή Αίτησης και Δικαιολογητικών στην Γενική Διεύθυνση Αλιείας""",1,0,1
457964,"""Προηγούμενη άδεια διαμονής του άρθρου 18 παρ. 4 της Συμφωνίας Αποχώρησης.""","""Έκδοση απόφασης αντικατάστασης και χορήγησης του εγγράφου διαμονής""",1,0,1
567327,"""Άδεια Εκτέλεσης Πλόων Επαγγελματικού Σκάφους.""","""Έλεγχος των δικαιολογητικών και της εγγραφής στο e-Μητρώο πλοίων""",1,0,1
768361,"""Μελέτη Περιβαλλοντικών Επιπτώσεων""","""Ενημέρωση Διεύθυνσης Περιβαλλοντικής Αδειοδότησης Υπουργείου Περιβάλλοντος και Ενέργειας περί υποβολής αιτήματος έγκρισης Μελέτης Περιβαλλοντικών Επιπτώσεων  Στρατηγικής Επένδυσης στο Ηλεκτρονικό Περιβαλλοντικό Μητρώο""",1,0,1
238460,"""Ευκρινές αντίγραφο Βεβαίωσης Καταμέτρησης από την οικεία Λιμενική Αρχή""","""Έκδοση Βεβαίωσης με παρατήρηση""",1,0,1
161711,"""Μελέτη Περιβαλλοντικών Επιπτώσεων""","""Θεώρηση χάρτη Κοινής Υπουργικής Απόφασης  (τοπογραφικό διάγραμμα) από τη Διεύθυνση Τοπογραφικών Εφαρμογών/Υπουργείο Περιβάλλοντος και Ενέργειας""",1,0,1
567327,"""Άδεια Εκτέλεσης Πλόων Επαγγελματικού Σκάφους.""","""Εγγραφή του πλοίου στο e-Μητρώο Πλοίων από τον πλοιοκτήτη ή εφοπλιστή""",1,0,1
974381,"""Αντίγραφο Εγγράφου Εθνικότητας για κάθε πλοίο""","""Διατήρηση Βεβαίωσης επί πλοίου""",1,0,1
149250,"""Πρωτότυπη Υπεύθυνη Δήλωση του ιδιώτη, περί αποδοχής της χρηματικής αξίας / εκτίμησης του μνημείου  όπως αυτή καθορίστηκε από την αρμόδια Τριμελή
Εκτιμητική Επιτροπή.""","""Έκδοση Απόφασης Σύστασης Επιτροπής για Καθορισμό Χρηματικής Αξίας Αρχαίων Κινητών Μνημείων που Περιέρχονται στο Δημόσιο""",1,0,1
238460,"""Συμπληρωμένο Παράρτημα ΙΙ με στοιχεία των υπεύθυνων κατά λιμένα ναυτικών πρακτόρων και υποπρακτόρων.""","""Διατήρηση Βεβαίωσης επί πλοίου""",1,0,1
149250,"""Πρόταση της Υπηρεσίας, για τον ορισμό των μελών της προβλεπόμενης εκ του νόμου Τριμελούς Εκτιμητικής Επιτροπής, η οποία θα εκτιμήσει την χρηματική αξία του κινητού μνημείου προκειμένου να προσδιοριστεί το ύψος της αποζημίωσης""","""Παράδοση του αρχαίου κινητού μνημείου από τον ιδιώτη και σύνταξη του σχετικού Πρωτοκόλλου Παράδοσης - Παραλαβής""",1,0,1
569825,"""Πρωτότυπη Υπεύθυνη Δήλωση του ιδιώτη περί αποδοχής του συνολικού εγκεκριμένου ποσού της χρηματικής αμοιβής με τις νόμιμες κρατήσεις, στην οποία αναγράφεται ο ΑΦΜ, η ΔΟΥ του δικαιούχου κ.λ.π.""","""Προσκόμιση Υπεύθυνης Δήλωσης ιδιώτη (μετά την Έκδοση Απόφασης Χορήγησης Αμοιβής)""",1,0,1
149250,"""Φωτογραφίες του κινητού μνημείου σε έντυπη και ηλεκτρονική μορφή.""","""Προετοιμασία φακέλου με θέμα τη σύσταση ή μη της επιτροπής, προς εισαγωγή στο Κεντρικό Αρχαιολογικό Συμβούλιο""",1,0,1
149250,"""Πρόταση της Υπηρεσίας, για τον ορισμό των μελών της προβλεπόμενης εκ του νόμου Τριμελούς Εκτιμητικής Επιτροπής, η οποία θα εκτιμήσει την χρηματική αξία του κινητού μνημείου προκειμένου να προσδιοριστεί το ύψος της αποζημίωσης""","""Έκδοση γνωμοδότησης του Κεντρικού Αρχαιολογικού Συμβουλίου""",1,0,1
829115,"""Αντίγραφο Πιστοποιητικού Ασφαλείας για κάθε πλοίο""","""Διατήρηση Βεβαίωσης επί πλοίου""",1,0,1
149250,"""Πρωτότυπο Πρωτόκολλο Παράδοσης Παραλαβής κινητού μνημείου από τον ιδιώτη στις περιπτώσεις: α) ανάκλησης της άδειας κατοχής του αρχαίου κινητού μνημείου ή β) μη χορήγησης άδειας κατοχής.""","""Έκδοση Απόφασης Σύστασης Επιτροπής για Καθορισμό Χρηματικής Αξίας Αρχαίων Κινητών Μνημείων που Περιέρχονται στο Δημόσιο""",1,0,1
149250,"""Έγγραφο εκδήλωσης ενδιαφέροντος της Υπηρεσίας για την απόκτηση του κινητού μνημείου που βρίσκεται στην κατοχή του ιδιώτη και περιέλευσης αυτού στο Δημόσιο λόγω της σπουδαιότητάς του.""","""Προετοιμασία φακέλου με θέμα τη σύσταση ή μη της επιτροπής, προς εισαγωγή στο Κεντρικό Αρχαιολογικό Συμβούλιο""",1,0,1
149250,"""Απόφαση μη χορήγησης άδειας κατοχής κινητού μνημείου σε σχετικό αίτημα του ιδιώτη, προκειμένου για την περιέλευσή του στο Ελληνικό Δημόσιο λόγω της σπουδαιότητάς του""","""Έκδοση γνωμοδότησης του Κεντρικού Αρχαιολογικού Συμβουλίου""",1,0,1
